question,answer,type
载流导体中的力的单位是（） A.特斯拉*安培*米 B.特斯拉 C.安培/米 D.安培*米,A,单选
一台容量为200MW，额定频率为50HZ的发电机的调差系数为2.5，其单位调节功率是( )  A.1.6MW/HZ B.160MW/HZ C.1.6MW/HZ D.200MW/HZ,B,单选
在发电机稳态运行状态中，机械功率PT与电磁功率相比，将（      ）。 A.大 B.小 C.相等 D.无关系,C,单选
小信号谐振放大器的主要技术指标不包含（ ） A.谐振电压增益 B.失真系数 C.通频带 D.选择性,B,单选
供电支路首末两端电压的相量差称为( )。  A.电压降落 B.电压偏移 C.电压损耗 D.电压调整,A,单选
分析电力系统运行的暂态稳定性时，对于非周期分量电流和负序分量电流的处理原则是（     ）。 A.不计非周期分量的影响，但需要考虑负序分量的影响 B.需要计及非周期分量和负序分量的影响 C.不计非周期分量和负序分量的影响 D.不计负序分量的影响，但需考虑非周期分量的影响。,C,单选
当线圈横截面积增加时，电感会发生什么变化？ A.增加 B.减少 C.保持不变 D.变为零,A,单选
设石英振荡器的振荡频率介于串联谐振频率与并联谐振频率之间时，石英晶体的 （ ）。 A.等效阻抗为0 B.等效阻抗无穷大 C.等效阻抗成感性 D.等效阻抗成容性,C,单选
混频器与变频器的区别 （ ） A.混频器包括了本振电路 B.变频器包括了本振电路 C.两个都包括了本振电路 D.两个均不包括本振电路,B,单选
必须设立电路参考点后才能求解电路的方法是（） A.支路电流法 B.回路电流法 C.结点电压法 D.以下都不满足,C,单选
电路中串联了2欧姆的电阻和6F的电容。计算放电时间常数。 A.3 B.1 C.12 D.8,C,单选
在输电线路参数中属于耗能参数的是（     ）。 A.、电抗、电阻 B.电纳、电阻 C.电导、电抗 D.电阻、电导。,D,单选
直接调频与间接调频相比，以下说法正确的是 （ ） A.直接调频频偏较大，中心频率稳定 B．间接调频频偏较大，中心频率不稳定 B.直接调频频偏较大，中心频率不稳定 C.间接调频频偏较大，中心频率稳定 D.都不稳定,C,单选
KYN**-10型高压开关柜利用（）来实现手车与接地开关之间的联锁。 A.电磁锁 B.程序锁 C.机械联锁 D.以上都不对,C,单选
调制的描述 （） A.用载波信号去控制调制信号的某一个参数，使该参数按特定的规律发生变化。 B.用调制信号去控制载波信号的某一个参数，使该参数按特定的规律发生变化。 C.用调制信号去控制载波信号的某一个参数，使该参数随调制信号的规律发生变化 D.恒定不变,C,单选
电力线路中，电阻R主要反映线路流过电流时产生的( )。  A.热效应 B.电场效应 C.磁场效应 D.电晕损耗,A,单选
为节省投资、减少工程量，除用户有特殊要求外，一般工程宜采用( )巡查方式。  A.在线式 B.离线式 C.在线与离线结合 D.以上均可,B,单选
跌落式高压熔断器熔管的轴线与铅垂线（）。 A.垂直 B.平行 C.成一定倾斜角 D.以上都不对,C,单选
一根长度为2m的导线和另一根长度为5m的导线由相同的材料制成，并且具有相同的横截面积，哪根导线的电阻更大？ A.两者的电阻相等 B.2m 导线的电阻较高 C.5m 导线的电阻较高 D.无法从给定数据确定电阻值,C,单选
衡量电能质量的指标有电压、波形、( )。  A.有功功率 B.电流 C.频率 D.无功功率,C,单选
两个4F电容串联，如果总电压为20V，计算每个电容两端的电压。 A.10V B.5V C.20V D.0V,A,单选
如果大小分别为 5A 和 10A 的两个电流相量以 60 度角相交，计算合成电流。 A.12.23 A B.12.54 A C.13.23 A D.14.24 A,C,单选
三相异步电动机采用-△换接起动，只适用于() A.罩极式电机 B.绕线式电机 C.正常运行为△接线的电机 D.正常运行为Y接线的电机,C,单选
串联N个电容为C的电容器，计算等效电容。 A.C/N B.C C.CN D.N/C,D,单选
丙类高频功率放大器的通角 （ ) A.θ＝180° B.90°＜ θ ＜180° C.θ ＝90° D.θ＜90°,D,单选
对于单相短路，其复合序网的连接是( )。  A.正序和负序并联 B.正序负序零序串联 C.正序负序零序并联 D.负序正序并联再和零序串联,B,单选
（）谐振频率，电感中的电流滞后于串联 RLC 电路中的电压。 A.高于 B.低于 C.等于 D.取决于电路,A,单选
GW5-35系列隔离开关的优点是（）。 A.操动机构简单、占用空间小 B.重量轻、操动机构简单 C.重量轻、占用空间小 D.以上都不对,C,单选
当绕线式异步电动机的电源频率和端电压不变，仅在转子回路中串入电阻时，最大转距m和临界转差率sm将 () A.Tm和sm均保持不变 B.Tm减小，sm不变 C.Tm不变，sm增大 D.Tm和sm均增大,C,单选
电力系统中性点经消弧线圈接地时，应采用的补偿方式为( )  A.过补偿 B.欠补偿 C.全补偿 D.全补偿或欠补偿,A,单选
如果互感为20H，线圈1 的电感为2H，线圈2 的电感为8H，求耦合系数。 A.5 B.20 C.2 D.8,A,单选
辐射形网络中潮流取决于( )  A.各负荷点的负荷 B.各负荷点的电阻 C.各负荷点的电抗 D.各负荷点的阻抗,A,单选
直流电机电刷处在几何中性线上，当磁路不饱和时的电枢反应是 () A.交轴电枢反应 B.直轴去磁 C.交磁和直轴去磁 D.直轴加磁,A,单选
若空载线路的首端电压U1=116kV，则末端电压( )。  A.U.2＞116kV B.U2＝ 116K.V. C.U2＜116kV D.不能确定,A,单选
线路首端电压一定( )末端电压。  A.高于 B.低于 C.等于 D.以上都有可能,D,单选
电网中无功功率的流向是( )。  A.从电压高的节点流向电压低的节点 B.从电压低的节点流向电压高的节点 C.从相位超前相流向相位滞后相 D.从相位滞后相流向相位超前相,A,单选
某线路首端电压10.5kV，末端电压10.2kV，线路上电压损耗百分数为( )。  A.2.86% B.2.94% C.3% D.5%,C,单选
电动势可由（）引起 A.仅磁场变化 B.仅横截面积变化 C.仅磁场与面积之间的角度变化 D.磁场、面积或之间的角度变化他们,D,单选
灯泡功率为200W。5分钟内消耗的能量是多少？ A.60J B.1000J C.60kJ D.1kJ,C,单选
如果 8/9 欧姆、4/3 欧姆和 2/3 欧姆电阻以星形连接，请找到其等效的三角形连接。  A.4 欧姆、3 欧姆、2 欧姆 B.1 欧姆、3 欧姆、2 欧姆 C.4 欧姆、1 欧姆、2 欧姆 D.4 欧姆、3 欧姆、1 欧姆,A,单选
电力线路中，电阻R主要反映线路带压运行后产生的( )  A.热效应 B.电场效应 C.磁场效应 D.电晕损耗,A,单选
三相异步电动机运行时，其转差率所在范围是() A.-1＜S＜0 B.1＜S＜∞ C.-∞＜S＜0 D.0＜S＜1,D,单选
在中性点不接地系统中同一地点发生两相短路和两相短路接地时，关于短路点故障相短路电流有效值，下述说法中正确的是（     ）。 A.两种情况下短路电流大小相等 B.两相接地短路电流大于两相短路电流 C.两相接地短路电流小于两相短路电流 D.无法确定哪种情况下短路电流更大。,A,单选
对于尖锐的谐振，带宽为（）。 A.低 B.高 C.零 D.无穷大,A,单选
当电感器中引入铁磁材料时，电流会发生什么变化？ A.增加 B.减少 C.保持不变 D.变为零,C,单选
调整发电机的有功出力，可通过下列方法完成( )。  A.调整发电机励磁电流 B.调整汽轮机进汽量或水轮机进水量 C.调整锅炉进煤量 D.以上都不对,B,单选
根据（）感应电动势与产生电动势的原因相反。 A.牛顿定律 B.楞次定律 C.法拉第定律 D.库仑定律,B,单选
两相短路的附加电抗等于( )。  A.0 B.负序电抗串联零序电抗 C.负序电抗 D.负序电抗并联零序电抗,C,单选
铜的电阻率是多少？  A.1.59*10-8欧姆-米 B.2.7*10-8欧姆-米 C.7.3*10-8欧姆-米 D.5.35*10-8欧姆-米,A,单选
三相感应电动机电磁转矩的大小和()成正比。电磁功率 A.输出功率 B.输入功率 C.全机械功率 D.A,,单选
直流电机电刷处在几何中性线上，当磁路不饱和时的电枢反应是() A.交轴电枢反应 B.直轴去磁 C.交磁和直轴去磁 D.直轴加磁,A,单选
两个无限平行导体之间存在的力与（）成反比？ A.导体的半径 B.其中一根导体中的电流 C.两个导体中电流的乘积 D.两个导体之间的距离,D,单选
如果一个线圈中的电流稳定，互感会发生什么变化？ A.零 B.无穷 C.双倍 D.一半,A,单选
某变电站有一组双星形接线的35kV电容器组，每星的每相有2个串联段，每段由5台1000kvar电容器并联组成，此电容器组的总容量为( )。  A.15000kvar B.20000kvar C.30000kvar D.60000kvar,D,单选
小电流接地电网中线路电流保护常用（ ）接线方式。 A.两相不完全星形 B.三相完全星形 C.两相电流差 D.单相式,A,单选
在（）系统，相与地之间通过电弧形成的连接视为短路。 A.中性点直接接地 B.中性点经消弧线圈接地 C.中性点不接地 D.以上都不对,A,单选
以高压甚至超高压将发电厂、变电所或变电所之间连接起来的送电网络称为（）。 A.发电网 B.输电网 C.配电网 D.以上都不对,B,单选
已知接成Y形的三个电阻都是30Ω，则等效Δ形的三个电阻阻值为（） A.全是10Ω B.两个30Ω一个90Ω C.全是90Ω D.全是30Ω,C,单选
两个点电荷之间的作用力大小与两点电荷电量之积成 ( )关系。 A.正比 B.反比 C.平方正比 D.平方反比,A,单选
某变压器铭牌上额定电压为110±2×2.5%，分接头电压为( )。  A.115.5kV，112.75kV，110kV，107.25kV，104.5kV B.117kV，115kV，110kV，108kV，104kV C.125kV，122kV，12lkV，110kV，105kV D.125kV，121.5kV，ll0kV，107.5kV，104.5kV,A,单选
8μF电容串联0.5兆欧电阻。直流电源电压为200V。计算时间常数。 A.1s B.2s C.3s D.4s,D,单选
相同截面的导线，使用的电压等级越高，其电阻( )          A.一样 B.越大 C.越小 D.都不对,C,单选
绝缘体的电阻（） A.随温度升高而增大 B.随温度升高而降低 C.随温度升高而保持不变 D.随着温度升高而变为零,B,单选
以下哪项具有负面易感性？ A.抗磁性 B.顺磁性 C.铁磁性 D.非磁性物质,A,单选
戴维宁定理说明一个线性有源二端网络可等效为()和内阻()连接来表示。 A.短路电流Isc;并联 B.开路电压Uoc，串联 C.并联;串联 D.短路电流Isc;串联,B,单选
当多个输入变量发生变化时，常常会发生（）。 A.静态险象 B.动态险象 C.函数险象 D.逻辑险象,D,单选
一点的电场方向是什么？ A.沿垂直于电场的线 B.沿与电场相切的线 C.电场没有方向 D.电场有随机方向,B,单选
输电线路的正序阻抗与负序阻抗相比，其值要（      ）。 A.大 B.小 C.相等 D.都不是,C,单选
电路中负荷为（）时，恢复电压等于电源电压，有利于灭弧。 A.电阻性 B.电感性 C.电容性 D.以上都不对,A,单选
下列不属于小信号谐振放大器的技术指标是（ ） A.电压增益 B.通频带 C.非线性失真系数 D.选择性,C,单选
判断一台同步电机运行于发电机状态的依据是 () A.E＞U B.滞后于 C.E＜U D.领先于,D,单选
光伏发电站功率预测系统所有数据至少保存( )。  A.5年 B.8年 C.10年 D.12年,C,单选
给定波形在任意时刻的值称为（）。 A.波形 B.瞬时值 C.周期 D.周期,B,单选
我们可以在包含BJT 的电路上使用诺顿定理吗？ A.是 B.否 C.取决于BJT D.提供的数据不足,B,单选
如果线圈绕在钢芯上并且电流通过线圈，则钢芯充当？ A.电磁体 B.永磁体 C.既不是电磁体也不是永磁体 D.电磁体或永磁体,B,单选
如果功率因数为1/10，阻抗值为20 欧姆，则计算电路中的电阻。 A.1 欧姆 B.2 欧姆 C.3 欧姆 D.4 欧姆,B,单选
电压源与电阻串联可以转换为？ A.电流源与电阻串联 B.电流源与电阻并联 C.电压源与电阻并联 D.无法确定,B,单选
顺磁性物质具有相对磁导率（） A.大于 1 B.小于 1 C.等于 1 D.零,A,单选
对于高频，电容器充当（）  A.开路 B.短路 C.放大器 D.整流器,B,单选
有些电容器设有放电电阻，当电容器与电网断开后，能够通过放电电阻放电，一般情况下（）后电容器剩余电压可降至75V以下。 A.1分钟 B.3分钟 C.5分钟 D.以上都不对,A,单选
计算相对介电常数为5的介质的实际介电常数。 A.4.43*10-11F/m B.4.43*10-12F/m C.4.43*1011F/m D.4.43*1012 F/m,A,单选
调相机在欠励状态下将吸收( )。  A.感性无功 B.容性无功功率 C.有功功率 D.以上都不对,A,单选
KYN**-10型高压开关柜的专用摇把（）转用矩形螺杆时，可推进手车向前移动。 A.顺时针 B.逆时针 C.不动 D.以上都不对,A,单选
下列各项中不符合相对论结论的是 A.同时性的相对性 B.同时性的相对性 C.因果律的相对性 D.空间距离的相对性,D,单选
"一台变比为的变压器，从高压侧做空载试验加额定电压测得的励磁阻抗为,那么从低压侧做空载试验加额定电压测量到的励磁阻抗应为() A.Z B.KZ C.Z/K D.Z/K",D,单选
符合全耦合、参数无穷大、无损耗3个条件的变压器称为（） A.空芯变压器 B.理想变压器 C.实际变压器 D.以上都不对,B,单选
哪些电容比较贵？ A.电解电容 B.云母电容 C.空气电容 D.玻璃电容,B,单选
计算磁通量为5WB、磁阻为3A/WB时的MMF。 A.10At B.10N C.15N D.15At,D,单选
如果大小分别为 12A 和 5A 的两个电流相量以 90 度相交，计算合成电流。 A.13A B.10 A C.6 A D.5 A,A,单选
